nfd-1-cps,nfd-3-pwr,nfd-4-flux,cont air counts,ram-con-lvl,ram-pool-lvl,ram-wtr-lvl,,,,,,,,,,,,,,,,,,,
18960000,50.3207,46.4195,349.8792957,0.108432398,13.70510169,0.084477557,216,,,,,,,,,,,,,,,,,,
18960000,50.3402,46.419,349.8391951,0.104081357,13.74433985,0.08500009,217,,,,,,,,,,,,,,,,,,
18990000,50.3565,46.4322,349.8344083,0.096510226,13.78720932,0.083406425,218,,,,,,,,,,,,,,,,,,
18970000,50.3616,46.4676,349.8243808,0.089262443,13.86040241,0.082222715,219,,,,,,,,,,,,,,,,,,
18980000,50.3869,46.5078,349.846195,0.08498371,13.92458365,0.081147602,220,,,,,,,,,,,,,,,,,,
19000000,50.3924,46.5222,349.9125279,0.08055095,13.92035729,0.078179729,221,,,,,,,,,,,,,,,,,,
18950000,50.4089,46.5212,349.9568661,0.075941538,13.95272314,0.074350226,222,,,,,,,,,,,,,,,,,,
18970000,50.4144,46.5246,349.9822557,0.070544344,14.02879967,0.073004253,223,,,,,,,,,,,,,,,,,,
18970000,50.4356,46.5233,350.0174472,0.060805068,14.09535891,0.071676833,224,,,,,,,,,,,,,,,,,,
19010000,50.4112,46.528,350.0540199,0.057800633,14.1083844,0.069111765,225,,,,,,,,,,,,,,,,,,
19030000,50.4461,46.5287,350.0934419,0.058766335,14.16239008,0.067360814,226,,,,,,,,,,,,,,,,,,
19030000,50.4207,46.5285,350.1343632,0.06405095,14.20145457,0.065898552,227,,,,,,,,,,,,,,,,,,
19030000,50.439,46.5269,350.119286,0.069122081,14.24840576,0.065993846,228,,,,,,,,,,,,,,,,,,
19020000,50.4311,46.5259,350.1042113,0.078458281,14.31036356,0.065776109,229,,,,,,,,,,,,,,,,,,
19020000,50.4201,46.5277,350.0617086,0.086256471,14.39010833,0.066385701,230,,,,,,,,,,,,,,,,,,
19030000,50.4286,46.5287,350.0130273,0.092675475,14.40168042,0.066530498,231,,,,,,,,,,,,,,,,,,
19030000,50.4129,46.5299,349.966634,0.098742443,14.46041605,0.065312851,232,,,,,,,,,,,,,,,,,,
19030000,50.4288,46.5299,349.9004469,0.104420181,14.5206276,0.064953484,233,,,,,,,,,,,,,,,,,,
19010000,50.4423,46.5292,349.8810901,0.106687692,14.53856857,0.062773484,234,,,,,,,,,,,,,,,,,,
19030000,50.4215,46.5254,349.8612832,0.105403348,14.56683152,0.061410226,235,,,,,,,,,,,,,,,,,,
18960000,50.4057,46.5227,349.8465117,0.101741538,14.65847122,0.060964344,236,,,,,,,,,,,,,,,,,,
18950000,50.4036,46.5251,349.8505249,0.093524525,14.75566223,0.061164253,237,,,,,,,,,,,,,,,,,,
18960000,50.426,46.5237,349.8674652,0.077769502,14.75947161,0.06125086,238,,,,,,,,,,,,,,,,,,
19000000,50.4025,46.4389,349.8941934,0.073140271,14.75252045,0.060741176,239,,,,,,,,,,,,,,,,,,
19000000,50.3223,46.3323,349.9172837,0.071538552,14.82859047,0.059046063,240,,,,,,,,,,,,,,,,,,
18970000,50.2448,46.3274,349.9455853,0.073171312,14.85276012,0.05788914,241,,,,,,,,,,,,,,,,,,
18970000,50.2596,46.3295,349.959915,0.075273484,14.90736072,0.058079276,242,,,,,,,,,,,,,,,,,,
18980000,50.2299,46.3251,349.9766858,0.077181086,14.93358857,0.056899005,243,,,,,,,,,,,,,,,,,,
18980000,50.1687,46.2898,349.9817148,0.083856561,15.0215241,0.054889502,244,,,,,,,,,,,,,,,,,,
18930000,50.1567,46.2401,349.993183,0.094909412,15.01644462,0.053073756,245,,,,,,,,,,,,,,,,,,
18890000,50.1547,46.2253,350.0187149,0.106643529,15.05808757,0.05154552,246,,,,,,,,,,,,,,,,,,
18870000,50.1566,46.2196,350.0428801,0.118551765,15.06838736,0.049568326,247,,,,,,,,,,,,,,,,,,
18900000,50.1309,46.2201,350.0825209,0.126338281,15.10521267,0.047517376,248,,,,,,,,,,,,,,,,,,
18870000,50.0915,46.218,350.1005599,0.133440724,15.14908621,0.048003167,249,,,,,,,,,,,,,,,,,,
18860000,50.0754,46.2001,350.0984641,0.13513095,15.2323508,0.048736742,250,,,,,,,,,,,,,,,,,,
18860000,50.0738,46.1458,350.09006,0.144601538,15.30092262,0.051226787,251,,,,,,,,,,,,,,,,,,
18850000,50.0554,46.1118,350.0640271,0.150160633,15.32815626,0.054134299,252,,,,,,,,,,,,,,,,,,
18840000,50.0143,46.1059,350.0431456,0.164377104,15.43936365,0.057504977,253,,,,,,,,,,,,,,,,,,
18890000,49.9669,46.0993,349.9729123,0.179058552,15.49791928,0.060340633,254,,,,,,,,,,,,,,,,,,
18850000,49.992,46.1004,349.8895968,0.193342443,15.5249663,0.062060181,255,,,,,,,,,,,,,,,,,,
18840000,50.0101,46.0997,349.8090556,0.203558371,15.59315342,0.065016742,256,,,,,,,,,,,,,,,,,,
18850000,49.9973,46.0935,349.7670444,0.205138009,15.65113457,0.065946787,257,,,,,,,,,,,,,,,,,,
18840000,49.974,46.07,349.745111,0.210457195,15.72407499,0.065675385,258,,,,,,,,,,,,,,,,,,
18840000,49.9847,46.0633,349.7694315,0.21312543,15.74847867,0.064809774,259,,,,,,,,,,,,,,,,,,
18850000,49.9254,46.0329,349.8311728,0.2129981,15.76616208,0.065186425,260,,,,,,,,,,,,,,,,,,
18850000,49.9296,46.0228,349.8942409,0.216770769,15.77293264,0.064846154,261,,,,,,,,,,,,,,,,,,
18870000,49.9744,46.0277,349.934611,0.213816561,15.83127107,0.065866968,262,,,,,,,,,,,,,,,,,,
18870000,49.9255,46.0246,349.9613023,0.211696561,15.89697692,0.067853394,263,,,,,,,,,,,,,,,,,,
18870000,49.9379,46.0221,349.9998861,0.206984434,15.9812244,0.070880724,264,,,,,,,,,,,,,,,,,,
18850000,49.9612,46.0207,350.064904,0.211126606,16.05620275,0.073079457,265,,,,,,,,,,,,,,,,,,
18850000,49.9425,46.0208,350.1039176,0.206511222,16.13391348,0.075454932,266,,,,,,,,,,,,,,,,,,
18800000,49.9264,46.0207,350.1222637,0.20801448,16.20870278,0.076865973,267,,,,,,,,,,,,,,,,,,
18810000,49.9359,46.021,350.0742419,0.208746244,16.20434166,0.077393665,268,,,,,,,,,,,,,,,,,,
18800000,49.9084,46.0174,350.0117588,0.203461629,16.27419122,0.075164434,269,,,,,,,,,,,,,,,,,,
18800000,49.9239,46.0158,349.9643817,0.192693665,16.37718268,0.074121357,270,,,,,,,,,,,,,,,,,,
18840000,49.9166,46.0136,349.9120981,0.177557557,16.45122474,0.072545249,271,,,,,,,,,,,,,,,,,,
18830000,49.9154,46.0135,349.8794603,0.165717014,16.47125213,0.070029955,272,,,,,,,,,,,,,,,,,,
18810000,49.896,46.0107,349.871934,0.155110226,16.48982567,0.067565611,273,,,,,,,,,,,,,,,,,,
18850000,49.94,46.0103,349.8662283,0.14710181,16.47589216,0.06513276,274,,,,,,,,,,,,,,,,,,
18810000,49.8969,46.0104,349.8579507,0.139730284,16.51980353,0.064475291,275,,,,,,,,,,,,,,,,,,
18800000,49.9144,46.0073,349.8528444,0.133329994,16.56913003,0.064322169,276,,,,,,,,,,,,,,,,,,
18800000,49.9036,46.0106,349.8509093,0.127900937,16.62387165,0.064673394,277,,,,,,,,,,,,,,,,,,
18830000,49.8881,46.0128,349.8521455,0.123443116,16.6840284,0.065528966,278,,,,,,,,,,,,,,,,,,
18850000,49.9076,46.0076,349.8565529,0.119956529,16.74960028,0.066888885,279,,,,,,,,,,,,,,,,,,
18800000,49.8802,45.9881,349.8641316,0.117441176,16.82058728,0.068753151,280,,,,,,,,,,,,,,,,,,
18800000,49.8863,45.9527,349.8748815,0.115897059,16.89698941,0.071121765,281,,,,,,,,,,,,,,,,,,
