nfd-1-cps,nfd-3-pwr,nfd-4-flux,cont air counts,ram-con-lvl,ram-pool-lvl,ram-wtr-lvl
18950000,50.2302,46.3268,349.7577397,0.189006878,1.74948362,0.078856833
18950000,50.2449,46.3238,349.7882565,0.17927448,1.726361991,0.076331855
18930000,50.2152,46.3299,349.8153545,0.176159638,1.757685339,0.075117466
18900000,50.2327,46.3364,349.8842566,0.167736652,1.780365611,0.073720905
18890000,50.2483,46.35,349.9568285,0.156458643,1.786613122,0.071053846
18910000,50.2555,46.3838,349.9916352,0.1441019,1.784072489,0.070724525
18960000,50.2613,46.41,350.0178614,0.139621448,1.795174389,0.072405792
18970000,50.2645,46.4116,350.0474479,0.131988054,1.821144344,0.072924253
18970000,50.2868,46.4153,350.0179001,0.125428959,1.844011674,0.074029412
18980000,50.3187,46.4196,350.0153343,0.121916833,1.860699548,0.07652181
18950000,50.3184,46.4188,350.0113656,0.11724914,1.898653213,0.080345339
18910000,50.3103,46.4152,349.9465202,0.11341819,1.931708688,0.082455113
18960000,50.3207,46.4195,349.8792957,0.108432398,1.915935023,0.084477557
18960000,50.3402,46.419,349.8391951,0.104081357,1.905006516,0.08500009
18990000,50.3565,46.4322,349.8344083,0.096510226,1.897709321,0.083406425
18970000,50.3616,46.4676,349.8243808,0.089262443,1.920735747,0.082222715
18980000,50.3869,46.5078,349.846195,0.08498371,1.934750317,0.081147602
19000000,50.3924,46.5222,349.9125279,0.08055095,1.880357285,0.078179729
18950000,50.4089,46.5212,349.9568661,0.075941538,1.862556471,0.074350226
18970000,50.4144,46.5246,349.9822557,0.070544344,1.888466335,0.073004253
18970000,50.4356,46.5233,350.0174472,0.060805068,1.904858914,0.071676833
19010000,50.4112,46.528,350.0540199,0.057800633,1.867717738,0.069111765
19030000,50.4461,46.5287,350.0934419,0.058766335,1.871556742,0.067360814
19030000,50.4207,46.5285,350.1343632,0.06405095,1.86045457,0.065898552
19030000,50.439,46.5269,350.119286,0.069122081,1.857239095,0.065993846
19020000,50.4311,46.5259,350.1042113,0.078458281,1.869030226,0.065776109
19020000,50.4201,46.5277,350.0617086,0.086256471,1.898608326,0.066385701
19030000,50.4286,46.5287,350.0130273,0.092675475,1.860013756,0.066530498
19030000,50.4129,46.5299,349.966634,0.098742443,1.868582715,0.065312851
19030000,50.4288,46.5299,349.9004469,0.104420181,1.878627602,0.064953484
19010000,50.4423,46.5292,349.8810901,0.106687692,1.8464019,0.062773484
19030000,50.4215,46.5254,349.8612832,0.105403348,1.82449819,0.061410226
18960000,50.4057,46.5227,349.8465117,0.101741538,1.865971222,0.060964344
18950000,50.4036,46.5251,349.8505249,0.093524525,1.912995566,0.061164253
18960000,50.426,46.5237,349.8674652,0.077769502,1.866638281,0.06125086
19000000,50.4025,46.4389,349.8941934,0.073140271,1.809520452,0.060741176
19000000,50.3223,46.3323,349.9172837,0.071538552,1.835423801,0.059046063
18970000,50.2448,46.3274,349.9455853,0.073171312,1.809426787,0.05788914
18970000,50.2596,46.3295,349.959915,0.075273484,1.813860724,0.058079276
18980000,50.2299,46.3251,349.9766858,0.077181086,1.7899219,0.056899005
18980000,50.1687,46.2898,349.9817148,0.083856561,1.827690769,0.054889502
18930000,50.1567,46.2401,349.993183,0.094909412,1.772444615,0.053073756
18890000,50.1547,46.2253,350.0187149,0.106643529,1.763920905,0.05154552
18870000,50.1566,46.2196,350.0428801,0.118551765,1.724054027,0.049568326
18900000,50.1309,46.2201,350.0825209,0.126338281,1.71071267,0.047517376
18870000,50.0915,46.218,350.1005599,0.133440724,1.704419548,0.048003167
18860000,50.0754,46.2001,350.0984641,0.13513095,1.737517466,0.048736742
18860000,50.0738,46.1458,350.09006,0.144601538,1.755922624,0.051226787
18850000,50.0554,46.1118,350.0640271,0.150160633,1.732989593,0.054134299
18840000,50.0143,46.1059,350.0431456,0.164377104,1.794030317,0.057504977
18890000,49.9669,46.0993,349.9729123,0.179058552,1.802419276,0.060340633
18850000,49.992,46.1004,349.8895968,0.193342443,1.779299638,0.062060181
18840000,50.0101,46.0997,349.8090556,0.203558371,1.79732009,0.065016742
18850000,49.9973,46.0935,349.7670444,0.205138009,1.80513457,0.065946787
18840000,49.974,46.07,349.745111,0.210457195,1.827908326,0.065675385
18840000,49.9847,46.0633,349.7694315,0.21312543,1.802145339,0.064809774
18850000,49.9254,46.0329,349.8311728,0.2129981,1.769662081,0.065186425
18850000,49.9296,46.0228,349.8942409,0.216770769,1.726265973,0.064846154
18870000,49.9744,46.0277,349.934611,0.213816561,1.734437738,0.065866968
18870000,49.9255,46.0246,349.9613023,0.211696561,1.749976923,0.067853394
18870000,49.9379,46.0221,349.9998861,0.206984434,1.784057738,0.070880724
18850000,49.9612,46.0207,350.064904,0.211126606,1.808869412,0.073079457
18850000,49.9425,46.0208,350.1039176,0.206511222,1.836413484,0.075454932
18800000,49.9264,46.0207,350.1222637,0.20801448,1.861036109,0.076865973
18810000,49.9359,46.021,350.0742419,0.208746244,1.806508326,0.077393665
18800000,49.9084,46.0174,350.0117588,0.203461629,1.826191222,0.075164434
18800000,49.9239,46.0158,349.9643817,0.192693665,1.879016018,0.074121357
18840000,49.9166,46.0136,349.9120981,0.177557557,1.902891403,0.072545249
18830000,49.9154,46.0135,349.8794603,0.165717014,1.872752127,0.070029955
18810000,49.896,46.0107,349.871934,0.155110226,1.841159005,0.067565611
18850000,49.94,46.0103,349.8662283,0.14710181,1.777058824,0.06513276
18810000,49.8969,46.0104,349.8579507,0.139730284,1.770803529,0.064475291
18800000,49.9144,46.0073,349.8528444,0.133329994,1.769963361,0.064322169
18800000,49.9036,46.0106,349.8509093,0.127900937,1.774538319,0.064673394
18830000,49.8881,46.0128,349.8521455,0.123443116,1.784528403,0.065528966
18850000,49.9076,46.0076,349.8565529,0.119956529,1.799933613,0.066888885
18800000,49.8802,45.9881,349.8641316,0.117441176,1.82075395,0.068753151
18800000,49.8863,45.9527,349.8748815,0.115897059,1.846989412,0.071121765
